restaurant,rating,review,review_length,biryani_order,Biryani,Ambience,Service,Quality,Buffet,tsne1,tsne2,label
Mamagoto,4.355769230769232,52,510.8653846153846,0.21930140631653408,0.010610731797981679,0.05160777821148918,0.5390749005122724,0.022452692279883082,0.15695249088183955,-17.945073999999998,17.25244,3
Mamaji's,4.875,16,205.8125,0.12650514858170028,0.023154531223400058,0.05137978634112561,0.3534303045078072,0.3195127549358993,0.12601747441006764,6.152094,-17.079432999999998,0
Mamatha Restaurant,4.6923076923076925,13,53.23076923076921,0.11125692545819656,0.14332667009632488,0.19956163185757486,0.13290639134686733,0.2312061479737355,0.027896079421146955,26.766517999999998,-11.777402,1
Manbhavan Premium Thali Restaurant,4.230769230769232,13,401.3846153846154,0.05480092152635962,0.02061440121935808,0.035537161936747684,0.4766098931330655,0.2822904922121149,0.13014712997235414,-3.5819085,-18.42567,0
Mangalore pearl Seafood Restaurant,4.592592592592593,27,506.2962962962963,0.362722743841026,0.01886346908500194,0.05424636709164552,0.3243090250778785,0.19283893757006704,0.047019457334380926,6.0334086,14.993955,3
Mani's Dum Biryani,4.254716981132075,53,485.8867924528302,0.1771901969267254,0.5192558830370658,0.0310728131621471,0.10682248486764977,0.1221926052618703,0.04346601674454169,45.818092,0.4741965,2
Maravanthe,4.575,40,445.35,0.2578006204242276,0.044519408235756494,0.048132722928782255,0.3722360991393056,0.12778102756059329,0.07453012171133491,0.9557353999999999,8.783565,2
Marhaba,4.117647058823529,17,278.58823529411757,0.28671467334122824,0.09700730895880648,0.0904989038815953,0.2024560409058641,0.24683604580071586,0.07648702711178987,20.114926999999998,-4.824195400000001,1
Marwa Restaurant,4.2,190,258.2315789473684,0.28017036515094834,0.0702101895282732,0.0737829703092561,0.27005370466670026,0.1552158305499385,0.12425115032119932,10.078949,11.924969,2
Masala Dani The Paul,4.2105263157894735,19,390.6315789473685,0.0914747847652397,0.07971788074273213,0.05570874506090518,0.4294556978292328,0.0975260516208407,0.2461168399810495,-19.721989,-15.787639000000002,0
Mast Biryani Fresh Indian Kitchen,4.48695652173913,115,252.33043478260868,0.13309509482638998,0.4403154464564733,0.05565073404145236,0.11180756844149288,0.1352718663135883,0.0629897247032119,44.585125,-0.6754994000000001,1
Mast Kalandar,3.969945355191257,183,342.36065573770486,0.11041086186432343,0.03640903780874905,0.06906539700512025,0.3905770183930932,0.2119850695279545,0.1815526154007596,-13.741572,-12.811955000000001,1
Matinee Bar Kitchen,4.476190476190476,21,478.8095238095239,0.17068566853475334,0.003804118291600918,0.10127983828794276,0.5215262762926963,0.1020381811380332,0.10066591745497344,-20.384325,7.698514500000001,2
Mayur,4.714285714285714,14,245.57142857142856,0.18394391617998399,0.15082398102129765,0.10541884227131408,0.2274217048332685,0.2907073083464614,0.041684247347674376,24.507433,-9.876868,1
Meaza Ginger Multi Cuisine Restaurant,4.1527777777777795,36,275.8888888888889,0.2804387509126709,0.04974186239545026,0.09948366192589517,0.3006181429182589,0.1569978026835004,0.08494200138644653,7.703450999999999,11.947637,2
Meenu Oota Da Maane,4.428571428571429,21,498.2380952380952,0.3921191407471568,0.07116722454278895,0.0025658142375845627,0.3674581822300341,0.06552330250053197,0.10116633574190376,-2.5591052000000003,22.715055,3
Mega Bite,3.8333333333333335,15,305.1333333333333,0.03758315645083665,0.007734383188889205,0.269058051570938,0.3776266488531161,0.07703523842322907,0.23096252151299104,-11.096135,-5.139547,1
Meghana Foods,4.424050632911392,237,450.97468354430384,0.2534148037923792,0.478114719113473,0.005841091953579693,0.1137485034338208,0.08844011155544243,0.05200195158590452,44.596233000000005,1.8347278000000002,2
Meghana Foods Grand,4.315789473684212,38,538.7631578947369,0.1843714386446582,0.4305780338829905,0.024376569318382137,0.14543055662517446,0.11204088529623404,0.10320251623256076,43.47063,0.106163494,2
Meghana Grand,4.838709677419357,31,327.3870967741936,0.12387096354805352,0.13941005221723454,0.13233959145191435,0.2653817880289164,0.20837222412001807,0.09836731611773418,27.07287,-7.6030526,1
Melange Hotel Ekaa,4.446875,160,174.35625,0.21560645807142714,0.0454321758887475,0.07331743736196174,0.2941605133452258,0.22760755183385706,0.09387586349878074,10.158093,3.0532506,2
Melt,4.527027027027027,74,308.44594594594594,0.11780441638412058,0.023081316011754286,0.09253256774331868,0.6010833082907866,0.09422211739683288,0.07127627417318691,-31.335103999999998,4.926951,2
Millennium Plaza,4.8,10,222.9,0.0915176112777902,0.04917698342549855,0.2315832993509319,0.4070344705784705,0.1810206425000153,0.03966699286729335,-8.550583,-5.874342400000001,1
Millers 46,4.727272727272728,22,553.7272727272727,0.33898888796769483,0.016262780628839825,0.04326895731532165,0.4679718698892121,0.11414946349195178,0.019358040706979714,-7.036779400000001,20.405785,3
MoMo Cafe Courtyard by Marriott,4.470588235294118,17,426.0,0.0798428419544064,0.005699090285082282,0.04703632267047636,0.4144404047878441,0.14448007449190595,0.3085012658102849,-24.546492,-20.124365,0
Moghul's Restaurant,4.775,20,124.25,0.13412816027365326,0.03790221632009787,0.12467556457928307,0.2661437406627435,0.4126066059238268,0.024543712240395414,12.517955,-15.990538,0
Moriz Restaurant,4.285714285714286,35,338.42857142857144,0.3159954619250529,0.051925558855479566,0.14165327002889733,0.2571685625321056,0.1207298342280788,0.08395588385895728,8.370671000000002,13.466486999999999,3
MrChef,4.476190476190476,21,78.23809523809524,0.14826527290623068,0.039972388166299486,0.08765936803555573,0.2268567734198289,0.23857234760888105,0.06819765938701361,20.144543,-9.687203,1
Mughal Treat,4.153846153846153,13,240.6923076923077,0.39922634607227103,0.04818379733947607,0.1371748035034051,0.1074362103976766,0.10918159148500374,0.19879725120216746,24.363204999999997,13.108543,3
NH8,4.394736842105264,38,530.6052631578947,0.08158260062624638,0.017038039191708255,0.07135626585137161,0.5297723068340559,0.10065467237780557,0.19959611511881228,-28.985857,-7.232034700000001,1
Naati Manae,4.0,20,580.15,0.2394328130988597,0.3901304144544965,0.018848914616045587,0.14461061485369592,0.09089494757535307,0.11608229540154927,42.187897,0.8696276,2
Nagarjuna,4.3125,192,406.875,0.21957578708720385,0.1899536169862908,0.035768415043591364,0.28086683302826554,0.1095797124668222,0.1642556353878261,29.493082,-0.77126294,1
Nagarjuna Chimney,4.230769230769232,13,386.15384615384613,0.230161863317332,0.2479694684399463,0.045642238771086016,0.1726105604553772,0.08868363749836326,0.21493223151789528,35.828922,-1.4928367,1
Nagashree's,3.9642857142857135,14,305.2857142857143,0.3183258765186025,0.26615525996571604,0.029540176735712024,0.2037102801482021,0.107306718802731,0.07496168782903635,35.2476,2.7854192,2
Nakkshatra,4.340909090909091,44,392.29545454545456,0.19233568935956727,0.0700910053621009,0.10643512100034312,0.4000215753323198,0.11519143902562864,0.11592516992004027,-3.2140855999999998,6.536050299999999,2
Nandhini Deluxe,4.5,91,282.0219780219781,0.21316659195636936,0.13521791265823974,0.1805183161074718,0.23615323037604885,0.13507947734747125,0.0998644715543988,23.711782,-7.2305117,1
Nando's,4.380952380952381,84,832.8809523809523,0.360842079546834,0.011593928663916307,0.07132122462506342,0.3926054352008629,0.11535426341703693,0.03637830664152455,-4.3616443,19.067493,3
Nasi And Mee,4.552941176470588,85,557.2470588235294,0.2775256110994397,0.018990413314197933,0.06427933856118666,0.4606688131094992,0.07970721055101436,0.09882861336466192,-8.842406,16.7094,3
Nature's Nectar,4.666666666666667,18,250.3333333333333,0.1230821943315344,0.06027817506855529,0.10751776314811104,0.3574190782551462,0.16422162972059262,0.18748115947606048,-13.228174,-13.952989,0
Neer Dosa Fish Land,4.578947368421051,19,267.63157894736844,0.1981917190477049,0.022250576108640084,0.0435596791730913,0.2992866337125223,0.3524511862645948,0.03162862674607822,8.991195,-12.507985000000001,1
New Andhra Chimney,4.0277777777777795,18,289.3333333333333,0.2193998534509224,0.1983233254051025,0.02670876348806124,0.17156078330427174,0.25202299018637664,0.13198428416526553,30.927585999999998,-4.508829599999999,1
New Biriyani Darbar,4.379310344827586,29,162.20689655172413,0.2912430639744437,0.10864654555110842,0.07533365082992055,0.20394587240854287,0.18844544160940532,0.028937149764510107,25.948185000000002,4.9241304,2
New Friends,3.921875,96,334.625,0.12881570788227634,0.013492432515085235,0.16209708101024098,0.37676128059826497,0.12290183148362653,0.13343166651050606,-12.337534,-7.9106216,1
New Green Leaf Restaurant,4.8125,16,212.0,0.14433529715173612,0.025079464271981475,0.04499064402298762,0.581296298950288,0.1353717944386601,0.0689265011643466,-28.873490000000004,7.2958155,2
New Kabab Zone,4.375,16,123.0,0.22572928320325464,0.03924854977617477,0.1046161562855419,0.1986293906005357,0.2253284002680732,0.08144821986641985,20.320044,-6.6546582999999995,1
New Krishna Sagar,4.15,10,245.4,0.14372809477556125,0.01936112795017337,0.1559719078498837,0.298982875864587,0.14209818053151746,0.2398578130282772,-19.548481,-25.50252,0
New Prashanth Hotel,4.141666666666667,60,281.1666666666667,0.2351014203167949,0.2219670250846848,0.07530334892015869,0.18527514168054726,0.12498357179843007,0.10736949219938424,34.264282,0.578142,2
New Salem Spices,3.866666666666666,15,430.9333333333333,0.2717957747825878,0.17965359259633565,0.04648804934629137,0.23338816859998146,0.16728583520378884,0.10138857947101493,29.928886,1.6514788,2
New Shanthi Sagar,3.8928571428571432,14,374.78571428571433,0.1058726251431622,0.01569620912817605,0.006256801426311832,0.3106670172606668,0.23623049353385625,0.1824197106506841,6.067753,-21.198898,0
Nikki's,4.392857142857143,14,240.92857142857144,0.0928921148233185,0.016009124766978102,0.20769816870392266,0.4761903217102893,0.013673763876525741,0.12210793469039438,-12.277913,-3.1754575000000003,1
Nisarga,4.071428571428571,21,418.1428571428572,0.29135801526896044,0.1190751040083948,0.13998890604496927,0.16177671785516878,0.155314988110707,0.13248626871179972,24.597315,6.6717353,2
Nithyothsav Hotel Ramanashree,3.875,12,230.91666666666663,0.03789282569055125,0.006624024791796625,0.07617052198007472,0.3741560523682623,0.1840192112019086,0.2378040306340732,-16.574047,-17.006220000000003,0
Nizam's Biryani House,4.285714285714286,14,2254.214285714286,0.1127759764598766,0.5044605750983593,0.061763760456040775,0.10964893868955207,0.10499850212981424,0.10635224716635706,45.432404,-0.7707199,1
Noodle Bar,4.1,10,466.9,0.23106867449230065,0.0032029699419134786,0.0457867664616421,0.459746297686335,0.21817922039275367,0.04201607102505499,-12.608084,14.902342,3
Noodle Panda,4.315789473684212,76,662.4078947368421,0.2433937160542516,0.006814488269911581,0.01928922957401317,0.5486319265543569,0.12188163614993112,0.05998900339753569,-20.995869,13.532517000000002,3
Nook Aloft Bengaluru Cessna Business Park,4.583333333333333,12,470.41666666666674,0.02164083391263534,0.009080330080787022,0.14630908506380086,0.5086126909098457,0.031832622909817844,0.2825244371231132,-27.201662,-11.913355000000001,1
North Met South,5.0,19,296.2105263157895,0.1341399325696431,0.015878479629149532,0.09095640210541747,0.4849977302775223,0.14599246012646833,0.12803499529179935,-20.326445,-1.5790111999999998,1
North Wale Restaurant,4.523809523809524,42,155.4047619047619,0.15301742978719296,0.0291607550081737,0.05396130006283492,0.3751343280509727,0.265159346765015,0.09975731651628687,4.3729544,-15.156594,0
Northern Bites,4.894736842105263,19,178.68421052631575,0.1596758854254721,0.0721720358520433,0.10943456779279503,0.3101855957688033,0.19123679137560395,0.10466354483791394,8.876153,1.9318712,2
Nossa Goa,4.2,10,390.3,0.09433750496969108,0.04198117270648572,0.05541043648893367,0.6006852409327073,0.10149662281363794,0.10608902208854444,-32.138034999999995,1.7075102,2
Nouvelle Garden,4.459183673469388,98,299.3673469387755,0.03975694692049647,0.04780734655096908,0.13817125910587372,0.36041069578173857,0.10119455083989534,0.2820469559030678,-22.979734,-23.767305,0
Nukkad,4.1521739130434785,23,245.2608695652174,0.3914217394830442,0.07992521093092132,0.04917961550656082,0.2644643890975683,0.11684862769775345,0.0981604172841519,13.891661,14.697745999999999,3
OKI,4.466666666666667,30,579.3333333333334,0.1492764066196179,0.0027858529327086075,0.12013735680437132,0.521799912168872,0.055838931863044325,0.15016153961138584,-20.432146,4.853690599999999,2
Oldtown Dilli,4.235294117647058,17,444.6470588235293,0.3101139649610647,0.08899725846222598,0.004582395172747707,0.31799023453243075,0.14811880051074586,0.13019734636078506,11.025611,11.096210000000001,2
Olive Bar And Kitchen,4.62,50,532.56,0.07170532045461725,0.010258800187310376,0.0833945415223873,0.5959127010396037,0.08467843201480774,0.15405020478127374,-30.992208,0.06274337,2
Olive Tree,4.642857142857143,21,373.095238095238,0.017266929655173298,0.015815894915357582,0.06869827850730323,0.5617178547844608,0.18452508468744133,0.15197595745026368,-23.20035,-6.8350919999999995,1
Once Upon A Flame,4.516666666666667,60,445.16666666666674,0.23901850405892075,0.013068705048568972,0.07038448985293005,0.4700188789022358,0.14482360876243922,0.0626858133749053,-11.623001,13.380254999999998,3
Oota Bangalore,4.454545454545454,22,391.7272727272728,0.1947187446718948,0.01713907153451324,0.02447618703262477,0.5098815293644823,0.13789348759544592,0.11589097980103905,-15.308126999999999,10.2665825,2
Orbis Restaurant,4.470588235294118,17,353.8235294117647,0.3021671651108178,0.04272754399363113,0.05838270482344949,0.27913720354890564,0.25857664967518995,0.059008732848006125,11.163257000000002,-3.1288497000000004,1
OvenTreats Patisserie Bistro,4.671052631578949,38,404.157894736842,0.14151671406112867,0.035047441696367795,0.047404117841737696,0.5818872330273331,0.10958031813802424,0.08456417523540831,-29.593234999999996,7.007892599999999,2
Oye Amritsar,4.373737373737374,99,457.2828282828283,0.20431529901744952,0.06825586838178763,0.05006868649649506,0.4445449381996578,0.11989431855590385,0.11292088934870588,-12.057782000000001,10.421752,2
PagalKhana,4.066666666666666,15,663.8,0.119150173448238,0.01734998791654429,0.06965598314388652,0.7408054848322414,0.026862877057206483,0.02617549360188313,-41.466393,8.164109,2
Palki's,4.166666666666667,39,364.8205128205129,0.11227611117214546,0.07330829206023877,0.06390797777160268,0.3483672070518511,0.1700735949039153,0.2320668170402468,-14.446617999999999,-15.551539000000002,0
Pallavi Restaurant,4.633136094674557,169,82.58579881656804,0.15027745116865873,0.10132863102325727,0.09296249473358988,0.18133748587929507,0.2653197438903854,0.07267951874860075,23.083755,-10.863413000000001,1
Palmgrove,4.4,10,402.3,0.15102871497724532,0.0030513247446050324,0.06736780844222022,0.4762390667236711,0.18328416091244493,0.11902892419981348,-9.712046,-11.431002000000001,1
Paradise,4.279411764705882,68,401.6176470588235,0.2112785981789452,0.4031313958793052,0.04817504092145908,0.11346511859270753,0.1202130212475028,0.059619178121256576,43.02459,1.164777,2
Paradox Rest O Cafe,4.271186440677966,59,374.64406779661016,0.1961075057456298,0.021439820850787567,0.08798170249732504,0.4809164239239295,0.11370336253247836,0.09985118444984968,-17.421772,8.210479,2
Parisar Veg Restaurant,4.6944444444444455,18,231.38888888888889,0.05773093014567204,0.02664017737630683,0.05517472459317825,0.413514444425504,0.17382213522119347,0.27311758823814536,-17.299095,-17.806698,0
Parivar,4.069767441860465,43,349.6046511627907,0.17116015440442006,0.04233389360000857,0.06497931934968379,0.4071210817813642,0.14198838051444446,0.12590554244310218,-8.825702,-9.536602,1
Pashto,4.142857142857143,28,439.1071428571428,0.20032908970221544,0.2243791282952257,0.08159829270149457,0.36765064112289103,0.06361661428021911,0.06242623389795434,3.3034123999999996,-0.11081335,2
Pasta Street,4.441340782122905,179,456.61452513966486,0.11598454272682945,0.01093362588358946,0.10267636000588866,0.5819648093950537,0.11853034924877692,0.04756394402477832,-30.434658000000002,5.316758999999999,2
Patio 805,4.25,12,457.25,0.1402910510196512,0.01836223168418212,0.059174132723498814,0.5229086471493193,0.09063126807537808,0.16863266934797036,-22.991526,1.2198938,2
Pazzo,4.463414634146342,41,399.1707317073172,0.10583952454483407,0.008562893403059147,0.22567666379219625,0.5107358822271505,0.09435037683700574,0.054834659195754316,-12.993601,-1.7227778000000002,1
Pepper's The Palladium,4.730769230769232,26,219.4230769230769,0.02932973909781617,0.0058924302075838465,0.14084943900705044,0.5828507916484622,0.11552244058558038,0.1255551594535069,-29.064543,0.47049206,2
Peppy Peppers,4.388888888888889,27,505.1481481481482,0.17023940656238162,0.056407965119910725,0.08484880443403553,0.4906914348856971,0.10775916811744664,0.09005322088052846,-17.90079,7.57066,2
Petoo,4.583333333333333,42,287.6666666666667,0.06724818798355196,0.15302942736416467,0.11296809446090365,0.39954343251394775,0.16704059220413198,0.10017026547330007,-3.5363282999999996,-10.734262,1
Phobidden Fruit,4.321428571428571,28,549.7857142857143,0.39249241230348375,0.012972236110235513,0.06409501609597408,0.4188700911191609,0.04371169577514419,0.06785854859600142,-4.4643154,21.853725,3
Pin Me Down,4.441176470588236,51,684.3725490196077,0.1689416322910369,0.01209012721817146,0.10229173260686912,0.5532972431589267,0.07800445516674755,0.08537480955824832,-22.842855,9.090548,2
Pind Balluchi,4.117647058823529,17,496.5294117647058,0.20753655454597172,0.03587153171907136,0.06917933789135446,0.5005489929054474,0.06460967773579011,0.12225390520236502,-17.823557,11.139856,2
Pista House,4.15625,128,368.9375,0.2364428907524935,0.32056259441281565,0.02606644415650334,0.21366263434579832,0.15846375926604353,0.044801677066345434,39.2427,1.3940341,2
Pizza Hut,4.662857142857144,175,255.73142857142852,0.07234183109848702,0.009937698749294215,0.08502789910922072,0.6509141132457369,0.15553147239513693,0.014818413973552796,-33.947094,3.923665,2
Poorvika Restro Cafe,4.2586206896551735,29,251.72413793103448,0.2031413557439105,0.010668810701001806,0.11928564621659216,0.3902644749338721,0.1712869336693427,0.10535277873528064,-3.5651620000000004,4.0195794000000005,2
Portland Steakhouse Cafe,4.233333333333333,30,479.03333333333336,0.26039878600046595,0.03443543350623912,0.07133154352148126,0.5591571313066959,0.03672176089814564,0.037955344766972085,-22.207394,15.083739999999999,3
Pot Biryani,4.0,17,588.4117647058823,0.13464398538749695,0.4322870131139068,0.06351641915641337,0.023101339223246826,0.16469427935909706,0.12293343434807433,44.965714,-1.5850844,1
Pot O Noodles,4.306451612903226,31,420.5806451612903,0.3323934675052445,0.0034278959654860373,0.0748889036449602,0.4479960670695179,0.06601257174246218,0.07528109407232901,-7.152247999999999,18.876322000000002,3
Pramukh Family Restaurant,3.9852941176470575,34,339.35294117647067,0.2015169093560092,0.05380849932149097,0.11008982554887313,0.3881344937005148,0.07359235552782306,0.1728579165452889,-13.008301,5.0332627,2
Prems Graama Bhojanam,4.363636363636363,11,537.9090909090909,0.2183897954393988,0.0024876072277745256,0.05655096466444625,0.3556574467610655,0.2104245418552835,0.15648964405203153,6.4705900000000005,6.4656277,2
Protein Grillhouse,4.5555555555555545,18,486.27777777777777,0.3398253117371266,0.02741952838747576,0.05932204314638951,0.4123828712429364,0.09301187875630718,0.06803836672976453,-5.295019,19.180717,3
Pulimunchi,4.45,20,520.6,0.34138337426122745,0.1152460536462627,0.07232189033181267,0.3937879542949873,0.05450893572240026,0.022751791743309744,-2.3023314,19.860888,3
Punjab Bistro,4.375,16,748.875,0.1656463538387127,0.023094922459934063,0.12518011356299802,0.4704350140939934,0.07864595676490563,0.13699763927945618,-17.854797,4.2846722999999995,2
Punjab Grill,4.6571428571428575,70,544.8714285714286,0.1286019538543232,0.0682597929455207,0.05508977909402913,0.4957524266474539,0.09435388302111684,0.15794216443755624,-21.007118,0.8596786,2
Punjabi Nawabi,4.717948717948718,39,323.43589743589746,0.3454180130516837,0.05829013205294184,0.03300758344668942,0.2533036796744859,0.17880605295255636,0.13117453882164268,13.129710000000001,12.239782,2
Punjabi Swag,4.4230769230769225,26,574.5,0.296039824883665,0.05178563855661737,0.018462662212745083,0.4019157282953805,0.07816988503215525,0.07670318409635984,-2.187652,17.829506,3
Punjabi Tadka,3.717391304347826,23,281.5652173913044,0.14526347519951582,0.017625682361418694,0.1139927558326492,0.27340142152265057,0.21498711401710155,0.19125129019709894,20.639920999999998,-16.345592,0
Punjabi Times,4.727272727272728,22,358.09090909090907,0.07163649233585524,0.004888587613532598,0.05870601456783184,0.7372074899799036,0.10463916989821677,0.022922245604659875,-39.710495,5.857194,2
Purnabramha Maharashtrian Restaurant,4.2,10,421.4,0.07835508795396942,0.03981476139057672,0.0014111872498085876,0.5537871245856586,0.18836462170197427,0.13826721711801251,-24.292625,-4.638313,1
Qissa Khawani,4.6,15,496.66666666666674,0.30422739283991945,0.02529895012719887,0.04054223916410978,0.4858839819879083,0.051033564438152816,0.0930138714427109,-9.582187,19.253809,3
RRoyal Rajasthan,4.932692307692308,104,410.2596153846154,0.07377193786731331,0.038674766862230536,0.04705664278478396,0.4672689135794487,0.20908323831071385,0.1641445005955095,-19.737291,-8.864283,1
RS Shiv Sagar,4.153846153846153,26,476.3076923076923,0.07654545827019245,0.00938513382046322,0.09688086522173764,0.4742815319961584,0.12603783923401685,0.21686917145743154,-23.652379999999997,-10.910461,1
Rahhams,4.466666666666667,15,297.53333333333336,0.4066477804452727,0.2846755508543173,0.05628344562353251,0.05747559803494275,0.16679300179932632,0.028124623242608414,37.70429,7.464884,2
Raj Darbar,4.666666666666667,21,295.04761904761904,0.1909816044127972,0.06528664156534451,0.06534053546591675,0.30663391956586833,0.21119206821736905,0.11294618315365668,9.582422,2.695068,2
Rajdhani Thali Restaurant,4.326086956521738,92,491.89130434782606,0.07762234164330759,0.02424404089002663,0.06622193324427966,0.504454820296053,0.16768516021874572,0.14890213849019635,-20.840559,-7.147307400000001,1
Rasovara,4.5,16,363.1875,0.06453419215083653,0.057531564299109085,0.12809368995420736,0.4197336912615806,0.1889732715766269,0.14113359075763945,-14.386246,-9.276904,1
Rayalaseema Spice,4.675438596491229,57,126.73684210526315,0.17055340594022542,0.15529256012973036,0.09729856707275053,0.2793860767093518,0.17485264140036078,0.03489745050196714,28.974323,-6.553855400000001,1
Rayalaseema Spices,5.0,12,85.5,0.15956087438462174,0.07219024832022751,0.0008449946874458852,0.2428366267853779,0.3246450873198118,0.03325550183584849,9.84995,-13.395004,1
Red Chilliez,4.387931034482759,58,189.86206896551724,0.2738977733741692,0.02983873957863398,0.11159574515635907,0.2731257278111004,0.14139227761295928,0.08394283991505393,8.006966,12.385219000000001,2
Regency Park,3.978723404255319,47,306.8085106382979,0.3426493216362344,0.06377137155791718,0.05882964517521029,0.2669168250951337,0.11631073119365914,0.13024550959716458,12.564905,14.060011,3
Republic Of Noodles Lemon Tree Hotel,4.5,12,265.5833333333333,0.3030839625053973,0.015398928931004937,0.1361183104978316,0.4242873576376888,0.03404431455112855,0.08706712587694886,-7.0166516,16.141838,3
Republic Of Noodles Lemon Tree Premier,4.333333333333333,18,474.72222222222223,0.2089237705314005,0.02614859615207537,0.05376360185548047,0.5490669693307466,0.07795327224944627,0.08414378988085086,-21.904007,12.707676,2
Retreat Restaurant,4.14,25,262.52,0.2695905037111277,0.055901431859141884,0.0685562483779995,0.33165268407764115,0.16529216859414222,0.10900696337994753,6.455729,9.944563,2
Ritz,4.076923076923077,13,351.84615384615387,0.04857384365533402,0.015543446424386731,0.07227289221144141,0.29708169274175195,0.13873547901085673,0.4277926459562292,-27.233294,-26.805456,0
Roomali,4.0,18,499.72222222222223,0.3124842260329349,0.09177099122360263,0.06443022025728275,0.3605451342788864,0.07050743911018008,0.10026198909711316,-0.71497774,17.35804,3
Royal View Restaurant,4.454545454545454,11,329.90909090909093,0.13315291862980538,0.04808147344084737,0.04465649984269364,0.453180829897903,0.27878895140733645,0.042139326781414216,-1.3486466000000001,-16.542753,0
Ruh,4.384615384615385,26,497.8461538461538,0.06259624785495638,0.022022379097557245,0.08756409748443775,0.5450513896296019,0.06902989309623699,0.21373599283720984,-29.357859,-8.109614,1
Saara's Cafe SS Lumina Hotel,4.2,10,508.2,0.3039901819809321,0.14355776295716166,0.02995064288345585,0.22113794131691766,0.10973157431805663,0.19163189654347595,16.82123,13.117563,3
Saara's Grill n Spice SS Lumina Hotel,4.4,10,508.0,0.12812225063645716,0.0705124154348932,0.007533329554459845,0.3861573031474144,0.1316607639782566,0.2760139372485189,-20.851612,-18.155344,0
Sagar Hotel,4.304347826086956,23,727.8695652173913,0.12985766068306245,0.04310836515766645,0.0019554483010051312,0.5876504298453943,0.14541174675329635,0.09201634925957523,-29.182121000000002,7.842171700000001,2
Sai Mango Tree,4.578947368421051,19,144.89473684210526,0.2679761155922282,0.2209664344965198,0.010790536959100934,0.15370631628600087,0.10858998352128507,0.02744429735539141,34.443504,2.7764742,2
Sakae Japanese Restaurant,4.3125,32,385.75,0.2123991724446244,0.03281351293346544,0.10265065395379434,0.4952168682141996,0.06140064505893358,0.0955191473949825,-18.415575,10.865427,2
Salem Kitchen,3.992063492063492,63,338.06349206349205,0.3019025545566105,0.07271739902258945,0.03397711382602635,0.2419210759210572,0.1969393017687476,0.15254255490496887,12.971841,10.840717999999999,2
Salt Indian Restaurant Bar Grill,4.2894736842105265,38,462.57894736842087,0.18682844559941988,0.053531270303234034,0.13291822851069246,0.4194823722799896,0.07143400026538434,0.13580568304127966,-14.079149,5.128301,2
Salt Indian Restaurant Bar Grill,4.471698113207547,53,568.1320754716983,0.15793941226333155,0.049081421600784256,0.06237732548459087,0.5009813730985325,0.06642246996946967,0.12546214852668733,-21.390165,4.962393,2
Salt Mango Tree,4.441810344827585,232,423.375,0.2472771194805253,0.05620138624201653,0.06449433574887603,0.4356720699820765,0.1056092839308673,0.09074580461563878,-11.226884,11.451985,2
Salt N Pepper,4.173913043478262,23,282.69565217391306,0.38171029985862864,0.054910348800777414,0.04572032019206642,0.2592859192281939,0.1593107890763604,0.09906232284397322,13.546885500000002,13.723673000000002,3
Samarkand,4.153846153846153,13,736.1538461538463,0.10233970581736744,0.3047572544527897,0.002939577332376747,0.38949235411721816,0.0911089188132296,0.10936218946701827,38.909153,-10.673371000000001,1
Samaroh,4.363636363636363,11,717.0909090909091,0.022106768186623,0.006450685592834382,0.0702938370643647,0.4676426853410934,0.1969096930073477,0.2365963308077368,-21.809622,-10.043781,1
Samrat Restaurant,4.424242424242424,33,423.5757575757576,0.2505336376692037,0.03135245997229195,0.04244042492733209,0.5263321308805584,0.05653315754015821,0.09280818901045572,-19.243536,14.488847,3
Sanchez Taqueria Cantina,4.8,10,918.9,0.09052802373676304,0.01620480838104866,0.004627661606222261,0.5575704488845475,0.21669722123882465,0.11437183615259384,-24.049337,-4.6536684,1
Sankranti,4.7,30,105.73333333333332,0.18417790241554646,0.12751448506965635,0.06389418846456729,0.1495699651631795,0.30450648769164906,0.0703369711954014,23.347334,-10.370239,1
Sant Spa Cuisine,4.363636363636363,11,774.6363636363636,0.11920315794080087,0.005493535363068411,0.10986289005075177,0.5705808523538424,0.10306671809305196,0.09179284619848448,-30.291178000000002,4.068829,2
Sarvam's,4.75,18,192.22222222222226,0.055138548982457576,0.011911723317543131,0.1732219498289015,0.4569873030714047,0.14740657427976267,0.15533390051993046,-14.371510999999998,-6.968241,1
Sattvam,4.611111111111111,36,463.88888888888886,0.033289764476303066,0.01866798841370089,0.04103704754038592,0.4153598976746931,0.09671082538267388,0.394934476512243,-28.446426000000002,-23.397137,0
Savoury Sea Shell Restaurant,4.2777777777777795,18,362.0555555555555,0.3157309418769796,0.1622454894101809,0.09513119415150707,0.16109130776186953,0.1801398594515281,0.08566120734793478,26.764767,5.877944,2
Savoury Restaurant,4.276595744680851,47,384.93617021276594,0.2970031272688348,0.09214022775044442,0.06458563052927864,0.3921284242905975,0.078678403340407,0.07546418682043753,-1.3868105,17.556492000000002,3
Sea Lions BBQ Grills,4.6,30,553.7666666666668,0.1072965598805149,0.026295546714301846,0.05303112893537706,0.3135402343286626,0.05668372532990225,0.4431528048112413,-28.096966,-26.488678000000004,0
Sea Rock,4.631578947368421,19,536.7894736842105,0.4307744001556757,0.06125048902647873,0.030662762356426763,0.3856327005866305,0.019057354303120364,0.07262229357166808,-3.495307,23.346777,3
